1	4
1	83
1	90
1	91
1	99
2	87
2	94
2	95
2	98
2	100
3	54
3	63
3	70
3	85
3	86
4	1
4	30
4	79
4	85
4	86
5	53
5	68
5	71
5	72
5	81
6	25
6	28
6	31
6	38
6	96
7	11
7	42
7	70
7	97
7	99
8	79
8	94
8	97
8	98
8	100
9	34
9	84
9	96
9	97
9	100
10	40
10	64
10	67
10	85
10	86
11	7
11	22
11	36
11	70
11	98
12	44
12	64
12	68
12	69
12	83
13	85
13	93
13	95
13	96
13	98
14	23
14	55
14	79
14	85
14	86
15	42
15	47
15	56
15	70
15	72
16	60
16	94
16	95
16	96
16	100
17	45
17	50
17	79
17	85
17	86
18	19
18	26
18	51
18	64
18	71
19	18
19	65
19	69
19	71
19	72
19	83
20	71
20	82
20	93
20	97
20	98
20	100
21	44
21	62
21	78
21	89
21	91
21	99
22	11
22	38
22	47
22	56
22	87
22	93
23	14
23	63
23	78
23	79
23	86
23	89
24	51
24	62
24	65
24	71
24	76
24	81
25	6
25	28
25	31
25	38
25	58
25	70
26	18
26	31
26	38
26	42
26	70
26	99
27	63
27	67
27	79
27	85
27	86
27	94
28	6
28	25
28	42
28	56
28	70
28	73
29	43
29	53
29	67
29	85
29	86
29	98
30	4
30	54
30	67
30	79
30	88
30	91
31	6
31	25
31	26
31	47
31	70
31	90
32	47
32	83
32	87
32	89
32	90
32	99
33	92
33	95
33	96
33	97
33	98
33	100
34	9
34	83
34	90
34	92
34	98
34	99
35	40
35	82
35	94
35	96
35	97
35	100
36	11
36	38
36	56
36	70
36	86
36	89
37	75
37	81
37	87
37	89
37	91
37	92
37	99
38	6
38	22
38	25
38	26
38	36
38	56
38	67
39	65
39	80
39	84
39	93
39	94
39	97
39	100
40	10
40	35
40	45
40	67
40	79
40	85
40	86
41	73
41	76
41	78
41	87
41	92
41	97
41	99
42	7
42	15
42	26
42	28
42	47
42	59
42	70
43	29
43	52
43	64
43	65
43	71
43	72
43	81
44	12
44	21
44	48
44	52
44	56
44	72
44	81
45	17
45	40
45	61
45	63
45	79
45	85
45	90
46	79
46	84
46	93
46	95
46	96
46	97
46	98
46	100
47	15
47	22
47	31
47	32
47	42
47	56
47	70
47	92
48	44
48	52
48	56
48	61
48	64
48	69
48	71
48	81
49	75
49	80
49	82
49	88
49	89
49	90
49	92
49	99
50	17
50	85
50	93
50	95
50	96
50	97
50	98
50	100
51	18
51	24
51	64
51	68
51	71
51	72
51	81
51	86
52	43
52	44
52	48
52	65
52	68
52	69
52	72
52	81
52	96
53	5
53	29
53	54
53	63
53	67
53	79
53	85
53	86
53	88
54	3
54	30
54	53
54	63
54	67
54	74
54	85
54	86
54	94
55	14
55	72
55	93
55	94
55	95
55	96
55	97
55	98
55	100
